NE_NAME;INTERFACE;SITE_ID;DESCRIPTION;IP_ADDR;SUBNET_MASK
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3513;A5541;eNodeB_A5541_S1_X2;10.202.202.109;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3775;05662;eNodeB_5662_S1_X2;10.202.209.193;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3813;Y3240;eNodeB_Y3240_S1_X2;10.202.209.117;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3905;B2512;eNodeB_B2512_S1_X2;10.202.204.13;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3941;A5593;eNodeB_A5593_S1_X2;10.202.208.117;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.3963;A5542;eNodeB_A5542_S1_X2;10.202.203.153;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;Eth-Trunk2.4023;C3417;eNodeB_C3417_S1_X2;10.202.207.209;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.3613;K2098;eNodeB_K2098_S1_X2;10.202.211.5;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.3637;A5659;eNodeB_A5659_S1_X2;10.202.210.213;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.3659;A5561;eNodeB_A5561_S1_X2;10.202.210.169;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.3975;V7536;eNodeB_V7536_S1_X2;10.29.101.153;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.4031;B2506;eNodeB_B2506_S1_X2;10.202.207.193;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/11.4069;B5641;eNodeB_B5641_S1_X2;10.202.202.197;255.255.255.252
5566-ATN25200015_DALAMAN_BEL_TV-POC3;GigabitEthernet0/2/15.4051;05566;eNodeB_5566_S1_X2;10.202.207.153;255.255.255.252
B3578-ATN48800014_MEZAPOTAMYA_CAD-POC3;GigabitEthernet0/2/4.3667;B3578;eNodeB_B3578_S1_X2;10.23.99.233;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3761;V3329;eNodeB_V3329_S1_X2;10.26.2.25;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3807;A3705;eNodeB_A3705_S1_X2;10.26.2.117;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3819;V1282;eNodeB_V1282_S1_X2;10.26.2.141;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3825;03703;eNodeB_3703_S1_X2;10.23.173.173;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3831;A4570;eNodeB_A4570_S1_X2;10.23.173.161;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3879;K6403;eNodeB_K6403_S1_X2;10.23.173.65;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3887;M8766;eNodeB_M8766_S1_X2;10.23.173.49;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/1.3911;03695;eNodeB_3695_S1_X2;10.23.173.1;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/5.3867;E4322;eNodeB_E4322_S1_X2;10.23.173.89;255.255.255.252
E4322-ATN43400013_TATVAN-POC3;GigabitEthernet0/2/5.3895;M2295;eNodeB_M2295_S1_X2;10.23.173.33;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;Eth-Trunk1.3831;C5416;eNodeB_C5416_S1_X2;10.23.117.97;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;Eth-Trunk1.3869;V8477;eNodeB_V8477_S1_X2;10.29.67.185;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;Eth-Trunk1.3979;M1674;eNodeB_M1674_S1_X2;10.23.116.57;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/1.3781;B4272;eNodeB_B4272_S1_X2;10.23.117.197;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/1.3893;A4258;eNodeB_A4258_S1_X2;10.23.116.229;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/1.3911;A4268;eNodeB_A4268_S1_X2;10.23.116.193;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/1.3961;M7529;eNodeB_M7529_S1_X2;10.23.116.93;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/5.3753;A4256;eNodeB_A4256_S1_X2;10.23.117.253;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/5.3779;V7910;eNodeB_V7910_S1_X2;10.29.67.189;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/5.3857;H7623;eNodeB_H7623_S1_X2;10.26.16.233;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/5.3891;V8273;eNodeB_V8273_S1_X2;10.29.67.109;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/8.3789;04264;eNodeB_4264_S1_X2;10.23.117.181;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3751;Y3561;eNodeB_Y3561_S1_X2;10.26.16.21;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3841;C1425;eNodeB_C1425_S1_X2;10.23.117.77;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3845;Y6623;eNodeB_Y6623_S1_X2;10.26.16.209;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3849;E5702;eNodeB_E5702_S1_X2;10.23.117.61;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3865;Y3549;eNodeB_Y3549_S1_X2;10.26.16.249;255.255.255.252
4264-ATN42400012_DOGUKENT-POC3;GigabitEthernet0/2/9.3945;Y1922;eNodeB_Y1922_S1_X2;10.23.116.125;255.255.255.252
E5580-ATN31200250_ATLANTIS_AVM-POC3;GigabitEthernet0/2/1.3559;Y4850;eNodeB_Y4850_S1_X2;10.202.122.97;255.255.255.252
E5580-ATN31200250_ATLANTIS_AVM-POC3;GigabitEthernet0/2/1.3597;H7075;eNodeB_H7075_S1_X2;10.202.108.5;255.255.255.252
E5580-ATN31200250_ATLANTIS_AVM-POC3;GigabitEthernet0/2/1.3879;E1892;eNodeB_E1892_S1_X2;10.202.110.129;255.255.255.252
E5580-ATN31200250_ATLANTIS_AVM-POC3;GigabitEthernet0/2/4.3687;E5580;eNodeB_E5580_S1_X2;10.202.116.177;255.255.255.252
E5580-ATN31200250_ATLANTIS_AVM-POC3;GigabitEthernet0/2/8.3593;A2232;eNodeB_A2232_S1_X2;10.202.108.13;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/5.3807;C1411;eNodeB_C1411_S1_X2;10.26.16.133;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/5.3839;K1728;eNodeB_K1728_S1_X2;10.23.117.81;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/5.3935;06349;eNodeB_6349_S1_X2;10.23.116.145;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/6.3817;K1727;eNodeB_K1727_S1_X2;10.26.16.153;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/6.3821;A4277;eNodeB_A4277_S1_X2;10.23.117.117;255.255.255.252
A4277-ATN42400013_GULMEZ_TEPESI-POC3;GigabitEthernet0/2/6.3823;06325;eNodeB_6325_S1_X2;10.23.117.113;255.255.255.252
M7033-ATN31200251_BELPA_BAHCE-POC3;GigabitEthernet0/2/4.3807;M7033;eNodeB_M7033_S1_X2;10.202.115.193;255.255.255.252
M7033-ATN31200251_BELPA_BAHCE-POC3;GigabitEthernet0/2/6.3853;Y1650;eNodeB_Y1650_S1_X2;10.202.120.21;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk1.3765;A5561;eNodeB_A5561_S1_X2;10.202.209.213;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk1.3853;M1270;eNodeB_M1270_S1_X2;10.202.209.37;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk1.3859;V8277;eNodeB_V8277_S1_X2;10.29.101.129;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk1.4029;B5558;eNodeB_B5558_S1_X2;10.202.203.21;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3521;V2691;eNodeB_V2691_S1_X2;10.202.211.189;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3635;B5566;eNodeB_B5566_S1_X2;10.202.206.41;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3717;A5588;eNodeB_A5588_S1_X2;10.202.205.133;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3861;05576;eNodeB_5576_S1_X2;10.29.101.113;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3877;B2798;eNodeB_B2798_S1_X2;10.202.204.69;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3881;M9843;eNodeB_M9843_S1_X2;10.202.208.237;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3893;G3546;eNodeB_G3546_S1_X2;10.202.204.37;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.3971;05607;eNodeB_5607_S1_X2;10.202.203.137;255.255.255.252
5576-ATN25200505_MARMARIS_STAR-POC3;Eth-Trunk2.4043;B2508;eNodeB_B2508_S1_X2;10.202.202.249;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/6.3593;M8879;eNodeB_M8879_S1_X2;10.23.62.253;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/6.3929;06413;eNodeB_06413_S1_X2;10.23.60.93;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/7.3503;M9327;eNodeB_M9327_S1_X2;10.23.63.177;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/7.3659;K5203;eNodeB_K5203_S1_X2;10.23.62.121;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/8.3847;S2236;eNodeB_S2236_S1_X2;10.29.71.153;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/8.3865;06429;eNodeB_6429_S1_X2;10.23.60.221;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/9.3637;M9876;eNodeB_M9876_S1_X2;10.23.62.165;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/9.3653;K8874;eNodeB_K8874_S1_X2;10.23.62.133;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/9.3735;D2049;eNodeB_D2049_S1_X2;10.23.61.225;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/10.3781;06428;eNodeB_06428_S1_X2;10.23.61.133;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/10.3859;A5698;eNodeB_A5698_S1_X2;10.23.60.233;255.255.255.252
6429-ATN43200028_VAN_RL-POC3;GigabitEthernet0/2/10.3919;M6887;eNodeB_M6887_S1_X2;10.23.60.113;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3769;V1705;eNodeB_V1705_S1_X2;10.26.16.57;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3793;04256;eNodeB_4256_S1_X2;10.23.117.173;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3799;D2105;eNodeB_D2105_S1_X2;10.23.117.161;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3819;B4267;eNodeB_B4267_S1_X2;10.26.16.157;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3977;E5180;eNodeB_E5180_S1_X2;10.23.116.61;255.255.255.252
4256-ATN42400014_150_YIL_TT-POC3;Eth-Trunk3.3987;04267;eNodeB_4267_S1_X2;10.23.116.41;255.255.255.252
V7897-ATN31200252_YDA_CENTER-POC3;GigabitEthernet0/2/4.3557;V7897;eNodeB_V7897_S1_X2;10.29.114.205;255.255.255.252
V7897-ATN31200252_YDA_CENTER-POC3;GigabitEthernet0/2/5.3531;V8250;eNodeB_V8250_S1_X2;10.29.114.153;255.255.255.252
V7897-ATN31200252_YDA_CENTER-POC3;GigabitEthernet0/2/6.3583;V8251;eNodeB_V8251_S1_X2;10.26.78.13;255.255.255.252
C1357-ATN21601253_SUADIYE_HALIMAGA_CAD-POC3;GigabitEthernet0/2/0.3749;C1357;eNodeB_C1357_S1_X2;10.202.59.245;255.255.255.252
C1357-ATN21601253_SUADIYE_HALIMAGA_CAD-POC3;GigabitEthernet0/2/0.3855;K4577;eNodeB_K4577_S1_X2;10.26.21.149;255.255.255.252
C1357-ATN21601253_SUADIYE_HALIMAGA_CAD-POC3;GigabitEthernet0/2/1.3719;H7276;eNodeB_H7276_S1_X2;10.202.64.225;255.255.255.252
C1357-ATN21601253_SUADIYE_HALIMAGA_CAD-POC3;GigabitEthernet0/2/2.4007;Y4510;eNodeB_Y4510_S1_X2;10.26.22.197;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/5.3813;M1583;eNodeB_M1583_S1_X2;10.23.61.69;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/6.3873;V6373;eNodeB_V6373_S1_X2;10.29.71.205;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/6.3925;M2296;eNodeB_M2296_S1_X2;10.23.60.101;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/6.4041;D4568;eNodeB_D4568_S1_X2;10.23.64.45;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/7.3975;06337;eNodeB_6337_S1_X2;10.23.60.1;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/10.3497;K6478;eNodeB_K6478_S1_X2;10.23.63.189;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/10.3799;S1482;eNodeB_S1482_S1_X2;10.29.71.61;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/10.3955;M1584;eNodeB_M1584_S1_X2;10.23.64.217;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/10.3995;F4296;eNodeB_F4296_S1_X2;10.23.64.137;255.255.255.252
6337-ATN43200029_OZALP_2-POC3;GigabitEthernet0/2/10.4089;H2131;eNodeB_H2131_S1_X2;10.23.63.205;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3757;04258;eNodeB_4258_S1_X2;10.23.117.245;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3761;H7626;eNodeB_H7626_S1_X2;10.23.117.237;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3775;V7309;eNodeB_V7309_S1_X2;10.26.16.69;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3779;B4257;eNodeB_B4257_S1_X2;10.26.16.77;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3785;04260;eNodeB_4260_S1_X2;10.23.117.189;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3799;V1528;eNodeB_V1528_S1_X2;10.26.16.117;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3809;V1098;eNodeB_V1098_S1_X2;10.26.16.137;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3875;A4261;eNodeB_A4261_S1_X2;10.23.117.9;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3899;04278;eNodeB_4278_S1_X2;10.23.116.217;255.255.255.252
4258-ATN42400015_AKCAKIRAZ-POC3;Eth-Trunk1.3949;B4268;eNodeB_B4268_S1_X2;10.23.116.117;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3633;B5329;eNodeB_B5329_S1_X2;10.26.49.253;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3677;05307;eNodeB_05307_S1_X2;10.202.229.69;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3779;02785;eNodeB_02785_S1_X2;10.26.48.217;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3791;K1560;eNodeB_K1560_S1_X2;10.26.48.193;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3815;05666;eNodeB_05666_S1_X2;10.202.232.225;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3821;B5345;eNodeB_B5345_S1_X2;10.26.48.133;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.3881;B5328;eNodeB_B5328_S1_X2;10.26.48.13;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.4029;B5349;eNodeB_B5349_S1_X2;10.202.235.229;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.4085;A5326;eNodeB_A5326_S1_X2;10.202.235.117;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;Eth-Trunk1.4091;B5348;eNodeB_B5348_S1_X2;10.202.235.105;255.255.255.252
T-T050162-ATN33200026_BOZKIR_RL-POC3;GigabitEthernet0/2/15.3897;05665;eNodeB_5665_S1_X2;10.202.236.237;255.255.255.252
K4301-ATN22400049_TIMSAH_ACEMLER_INDOOR_1-POC3;GigabitEthernet0/1/5.3931;K4301;eNodeB_K4301_S1_X2;10.202.161.169;255.255.255.252
K4301-ATN22400049_TIMSAH_ACEMLER_INDOOR_1-POC3;GigabitEthernet0/2/5.3929;;eNodeB_M5910-2_S1_X2;10.202.161.173;255.255.255.252
A6331-ATN41400023_GAP_HAVAALANI-POC3;GigabitEthernet0/2/14.3977;A6331;eNodeB_A6331_S1_X2;10.202.212.221;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/0.3701;Y2529;eNodeB_Y2529_S1_X2;10.23.104.85;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/0.3707;K6459;eNodeB_K6459_S1_X2;10.23.104.73;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/5.3853;A6109;eNodeB_A6109_S1_X2;10.23.103.37;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/16.3527;S1691;eNodeB_S1691_S1_X2;10.26.19.5;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/16.3637;V8150;eNodeB_V8150_S1_X2;10.26.19.225;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/16.3691;Y3036;eNodeB_Y3036_S1_X2;10.23.104.105;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/16.3717;Y5189;eNodeB_Y5189_S1_X2;10.23.104.53;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/16.3803;M9462;eNodeB_M9462_S1_X2;10.23.103.137;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/17.3711;Y2859;eNodeB_Y2859_S1_X2;10.23.104.65;255.255.255.252
A6109-ATN48600012_CIZRE_MERKEZ-POC3;GigabitEthernet0/2/18.3897;K5189;eNodeB_K5189_S1_X2;10.23.102.205;255.255.255.252
B758-ATN2120164_EMNIYETVELER_CELEBI-POC3;GigabitEthernet0/1/2.3661;0B758;eNodeB_B758_S1_X2;10.202.98.37;255.255.255.252
B758-ATN2120164_EMNIYETVELER_CELEBI-POC3;GigabitEthernet0/1/4.3625;M4460;eNodeB_M4460_S1_X2;10.202.79.173;255.255.255.252
B758-ATN2120164_EMNIYETVELER_CELEBI-POC3;GigabitEthernet0/1/4.3867;M9483;eNodeB_M9483_S1_X2;10.202.96.137;255.255.255.252
B758-ATN2120164_EMNIYETVELER_CELEBI-POC3;GigabitEthernet0/1/5.3967;V3474;eNodeB_V3474_S1_X2;10.202.98.241;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/2.3557;B4746;eNodeB_B4746_S1_X2;10.23.82.5;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/2.4017;Y2037;eNodeB_Y2037_S1_X2;10.23.83.29;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/3.3743;K8944;eNodeB_K8944_S1_X2;10.23.80.145;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/4.3619;E4642;eNodeB_E4642_S1_X2;10.23.81.137;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/4.4063;Y1636;eNodeB_Y1636_S1_X2;10.23.82.193;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/6.3605;K1760;eNodeB_K1760_S1_X2;10.23.81.165;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/6.3961;H7602;eNodeB_H7602_S1_X2;10.23.83.141;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/8.3611;K1044;eNodeB_K1044_S1_X2;10.23.81.153;255.255.255.252
B4746-ATN44200005_ERZURUM_SEHITLER-POC3;GigabitEthernet0/2/8.3709;M7121;eNodeB_M7121_S1_X2;10.23.80.213;255.255.255.252
2681-ATN23200005_MEVLANA_MAH-POC3;GigabitEthernet0/2/4.3911;V4430;eNodeB_V4430_S1_X2;10.202.152.113;255.255.255.252
2681-ATN23200005_MEVLANA_MAH-POC3;GigabitEthernet0/2/4.4023;V3089;eNodeB_V3089_S1_X2;10.202.156.65;255.255.255.252
2681-ATN23200005_MEVLANA_MAH-POC3;GigabitEthernet0/2/5.3483;S1323;eNodeB_S1323_S1_X2;10.29.226.13;255.255.255.252
2681-ATN23200005_MEVLANA_MAH-POC3;GigabitEthernet0/2/5.4029;D5603;eNodeB_D5603_S1_X2;10.202.132.197;255.255.255.252
2681-ATN23200005_MEVLANA_MAH-POC3;GigabitEthernet0/2/6.3617;02681;eNodeB_2681_S1_X2;10.202.140.173;255.255.255.252
4353-ATN22200005_KOPRUBASI-POC3;Eth-Trunk1.3633;04353;eNodeB_4353_S1_X2;10.23.67.93;255.255.255.252
4353-ATN22200005_KOPRUBASI-POC3;GigabitEthernet0/2/2.3815;K5068;eNodeB_K5068_S1_X2;10.23.65.241;255.255.255.252
4353-ATN22200005_KOPRUBASI-POC3;GigabitEthernet0/2/2.3931;B4395;eNodeB_B4395_S1_X2;10.23.69.185;255.255.255.252
4353-ATN22200005_KOPRUBASI-POC3;GigabitEthernet0/2/2.4059;Y8479;eNodeB_Y8479_S1_X2;10.23.68.185;255.255.255.252
5007-ATN35200005_BELSIN-POC3;GigabitEthernet0/1/2.3595;05007;eNodeB_5007_S1_X2;10.23.30.41;255.255.255.252
5007-ATN35200005_BELSIN-POC3;GigabitEthernet0/1/5.3617;V1360;eNodeB_V1360_S1_X2;10.23.34.173;255.255.255.252
5007-ATN35200005_BELSIN-POC3;GigabitEthernet0/1/5.3885;V1361;eNodeB_V1361_S1_X2;10.23.32.149;255.255.255.252
B1395-ATN21600050_KOZYATAGI_ATATURK_CAD-POC3;GigabitEthernet0/1/0.3879;Y7704;eNodeB_Y7704_S1_X2;10.26.21.197;255.255.255.252
B1395-ATN21600050_KOZYATAGI_ATATURK_CAD-POC3;GigabitEthernet0/1/1.3767;B1395;eNodeB_B1395_S1_X2;10.202.59.209;255.255.255.252
B1395-ATN21600050_KOZYATAGI_ATATURK_CAD-POC3;GigabitEthernet0/1/3.3797;K6622;eNodeB_K6622_S1_X2;10.202.87.181;255.255.255.252
A4737-ATN47600050_HASANHAN-POC3;Eth-Trunk1.3495;B4732;eNodeB_B4732_S1_X2;10.23.171.145;255.255.255.252
A4737-ATN47600050_HASANHAN-POC3;Eth-Trunk1.3951;04755;eNodeB_4755_S1_X2;10.26.3.149;255.255.255.252
A4737-ATN47600050_HASANHAN-POC3;GigabitEthernet0/2/5.3521;A4737;eNodeB_A4737_S1_X2;10.23.171.93;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3501;E6093;eNodeB_E6093_S1_X2;10.26.77.13;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3519;05840;eNodeB_5840_S1_X2;10.23.129.49;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3547;V5769;eNodeB_V5769_S1_X2;10.23.128.249;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3629;E6093;eNodeB_E6093_S1_X2;10.23.128.85;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3631;05819;eNodeB_5819_S1_X2_Ulak;10.23.184.25;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3639;05825;eNodeB_5825_S1_X2;10.23.184.41;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3669;A5818;eNodeB_A5818_S1_X2_Ulak;10.23.184.101;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3713;B5829;eNodeB_B5829_S1_X2_ULAK;10.23.184.189;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3717;C1985;eNodeB_C1985_S1_X2_Ulak;10.23.184.197;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3719;C6081;eNodeB_C6081_S1_X2_Ulak;10.23.184.201;255.255.255.252
B5829-ATN4640004_SULAK_KUVAKCATEPE-POC3;Eth-Trunk1.3733;H2312;eNodeB_H2312_S1_X2_Ulak;10.23.184.229;255.255.255.252
